title,content,category,sub_category
Ngành kiến trúc nội thất,"Đào tạo các kiến thức theo hướng Kiến trúc sư chủ trì, có khả năng làm việc xuyên suốt quá trình thực hiện một dự án như Thiết kế kiến trúc công trình quy mô nhỏ và vừa, thiết kế nội ngoại thất công trình tất cả các quy mô… Đây là thế mạnh khác biệt rất lớn so với ngành Thiết kế nội thất truyền thống khi chỉ tập trung giải quyết các vấn đề mỹ thuật nội thất trong công trình.
Cơ hội việc làm: Đảm nhiệm các công việc như: Chủ trì, tư vấn thiết kế kiến trúc công trình quy mô nhỏ và vừa; Chủ trì thiết kế nội ngoại thất công trình; Giám sát, thi công công trình kiến trúc, Nội thất, Ngoại thất; Nghiên cứu tại các viện Khoa học công nghệ; Khởi nghiệp đa lĩnh vực ngành xây dựng như nhà sản xuất, phân phối trang thiết bị Nội thất,...
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành kiến trúc nội thất
Ngành Công nghệ Kỹ thuật công trình xây dựng (AUN-QA),"Trang bị các kiến thức, những nguyên lý kỹ thuật cơ bản và các kỹ năng kỹ thuật để phát triển toàn diện nghề nghiệp kỹ sư xây dựng dân dụng và công nghiệp, đào tạo kiến thức và kỹ năng thực hành cao về thiết kế, tổ chức quản lý, lập các biện pháp thi công các loại công trình xây dựng dân dụng và công nghiệp. 
Cơ hội việc làm: Kỹ sư Công nghệ Kỹ thuật công trình xây dựng đảm nhận công việc trong các công ty xây dựng trong và ngoài nước, cơ quan quản lý xây dựng với các vai trò thiết kế, thi công, giám sát, quản lý hoặc thẩm tra các dự án xây dựng công trình dân dụng và công nghiệp hoặc giảng dạy, nghiên cứu tại các Viện, trường Đại học, Cao đẳng, Trung cấp nghề,….
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Công nghệ Kỹ thuật công trình xây dựng (AUN-QA)
Ngành Quản lý xây dựng,"Trang bị kiến thức chuyên sâu về dự án và quản lý dự án đầu tư xây dựng trên từng phương diện cụ thể: quản lý tài chính, quản lý nguồn lực, quản lý tiến độ, quản lý chi phí và chất lượng dự án; kiến thức về định mức và tổ chức lao động, tổ chức quản lý và giao khoán sản xuất, giám sát và nghiệm thu công trình. Sinh viên có năng lực phân tích, tổng hợp để quản lý công tác thi công trên công trường xây dựng; xây dựng các kế hoạch, tổ chức thực hiện kế hoạch và quản lý hoạt động sản xuất kinh doanh của doanh nghiệp xây dựng.
Cơ hội việc làm: Chuyên viên tổ chức quản lý hoạt động sản xuất kinh doanh thuộc lĩnh vực đầu tư xây dựng trong các tổ chức, doanh nghiệp xây dựng; Kỹ sư lập và thẩm định dự án đầu tư, quản lý các dự án đầu tư xây dựng; Giám sát và nghiệm thu công trình về mặt tài chính, định mức và tổ chức lao động; Giám đốc dự án, giám đốc các tổ chức, doanh nghiệp trong lĩnh vực xây dựng.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Quản lý xây dựng
Ngành Hệ thống kỹ thuật công trình xây dựng,"Trang bị cho sinh viên kiến thức về hệ thống kỹ thuật trong công gồm các hạng mục điều hòa không khí và thông gió, phòng cháy, chữa cháy, cấp thoát nước, cung cấp gas LPG và khí nén, phân phối, cung cấp điện, chiếu sáng, Điều khiển, Điện nhẹ. Cung cấp kiến thức về hệ thống thông gió và điều hòa không khí; hệ thống cấp thoát nước và phòng cháy chữa cháy trong công trình; hệ thống xử lý nước cấp và nước thải; hệ thống thang máy; hệ thống điện chiếu sáng và điện động lực; hệ thống mạng thông tin liên lạc và an toàn an ninh; hệ thống tự động hóa trong công trình; lập báo cáo đánh giá tác động môi trường các dự án.
Cơ hội việc làm: Đảm nhận các vị trí, lĩnh vực thiết kế, thi công, giám sát thi công, vận hành và bảo trì, bảo dưỡng hệ thống Cơ - Điện trong các công trình dân dụng & công nghiệp.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Hệ thống kỹ thuật công trình xây dựng
Ngành Quản lý và Vận hành hạ tầng,"Ngành Quản lý và vận hành hạ tầng trang bị cho người học 2 mảng chuyên môn lớn là:
+  Quản lý đầu tư xây dựng hạ tầng: Sinh viên được cung cấp những kiến thức cơ bản về lập dự án đầu tư xây dựng hạ tầng, phân tích tài chính - kinh tế của dự án, quản lý chất lượng và tiến độ công trình, dự toán - đấu thầu, an toàn lao động, văn bản pháp luật hiện hành…
+ Vận hành - khai thác hạ tầng: Sinh viên được trang bị chuyên môn liên ngành Giao thông - Cơ khí - Điện tử - IT đáp ứng được công tác vận hành – khai thác thực tế của một công trình hạ tầng hiện đại như Metro, đường hầm lớn, cao tốc... Kiến thức vận hành và khai thác hạ tầng bao gồm: hệ thống ITS giám sát và điều khiển vận hành, hệ thống điện-chiếu sáng-dự phòng, hệ thống thông gió, thiết bị an toàn, phòng cháy - chữa cháy, hệ thống cấp nước - xả thải, xử lý sự cố khẩn cấp, cứu hộ cứu nạn, hệ thống thu phí dừng – không dừng, thu phí kín – mở, duy tu và bảo dưỡng hạ tầng.
Cơ hội việc làm: kỹ sư Tư vấn thiết kế và lập dự toán công trình cầu đường, hạ tầng, kỹ sư Thi công công trình, chuyên viên Quản lý dự án xây dựng hạ tầng, kỹ sư Tư vấn giám sát công trình, Tư vấn đấu thầu, Chuyên viên các sở, ban, ngành liên quan công trình hạ tầng.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Quản lý và Vận hành hạ tầng
Ngành Kỹ thuật xây dựng công trình giao thông,"Chương trình học sẽ trang bị cho sinh viên đầy đủ kiến thức, khả năng áp dụng những nguyên lý kỹ thuật cơ bản và các kỹ năng, kỹ thuật để phát triển toàn diện nghề nghiệp kỹ sư xây dựng công trình giao thông. Những kiến thức và kỹ năng thực hành cao về thiết kế, tổ chức quản lý,... Khối lượng thực hành cao giúp SV tiếp cận với kỹ thuật và công nghệ tiên tiến, có khả năng hòa nhập nhanh với môi trường làm việc trong tương lai.
Cơ hội việc làm: SV có thể làm việc trong các công ty xây dựng, cầu đường, hải cảng, cơ quan quản lý xây dựng với các vai trò thiết kế, thi công, giám sát, quản lý hoặc thẩm tra các dự án xây dựng công trình giao thông; hoặc giảng dạy, nghiên cứu tại các Viện, trường Đại học, Cao đẳng, Trung cấp,….
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Kỹ thuật xây dựng công trình giao thông
"Ngành Công nghệ Kỹ thuật điện, điện tử (AUN-QA","Trang bị các nguyên lý tổng quát và các yếu tố nền tảng kỹ thuật cốt lõi trong lĩnh vực hệ thống điện và truyền động điện tự động; kiến thức về lĩnh vực hệ thống cung cấp điện, tiết kiệm năng lượng điện và truyền động điện tự động, được đào tạo theo hướng công nghệ; thiết kế và thi công các mạch điện, các thiết bị ứng dụng thực tế về Điện - Điện tử và những thiết bị điện công nghiệp.
Cơ hội việc làm: Kỹ sư vận hành, bảo dưỡng, thiết kế, triển khai, nâng cấp các hệ thống sản xuất tự động tại các xí nghiệp công nghiệp; trong các công ty điện lực, xây lắp điện, tư vấn thiết kế điện; giảng dạy, nghiên cứu tại các Viện, trường Đại học, Cao đẳng, Trung cấp Chuyên nghiệp. 
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,"Ngành Công nghệ Kỹ thuật điện, điện tử (AUN-QA"
Ngành Công nghệ Kỹ thuật điện tử - viễn thông (AUN-QA),"Đào tạo kiến thức chuyên sâu về thiết kế và thi công các hệ thống tự động trong công nghiệp; vận hành, sửa chữa các thiết bị điện, điện tử, viễn thông, thiết kế và thi công các mạch điện, các thiết bị ứng dụng thực tế về điện tử như: điện tử dân dụng, điện tử công nghiệp, điện tử y sinh, điện tử viễn thông và những công việc khác về ngành điện tử.
Cơ hội việc làm: Kỹ sư vận hành, bảo dưỡng, thiết kế, triển khai, nâng cấp các hệ thống sản xuất tự động tại các công ty, nhà máy; Kỹ sư trong các tập đoàn, doanh nghiệp cung cấp dịch vụ viễn thông và truyền dẫn, các công ty sản xuất thiết bị điện tử dân dụng, điện tử công nghiệp, các doanh nghiệp thiết kế vi mạch bán dẫn, lập trình vi mạch, lập trình vi điều khiển cho các thiết bị; thiết kế các hệ thống truyền dữ liệu, các hệ thống điều khiển điện tử, lập trình thiết bị di động, lập trình nhúng.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Công nghệ Kỹ thuật điện tử - viễn thông (AUN-QA)
Ngành Công nghệ Kỹ thuật máy tính,"Đào tạo các kiến thức về thiết kế và thi công các hệ thống nhúng, các hệ thống máy tính siêu nhỏ ứng dụng trong các thiết bị xử lý và điều khiển trong dân dụng và công nghiệp, phát triển các hệ thống xử lý điều khiển trong các công ty điện tử, phần mềm, thiết kế vi mạch, nghiên cứu chế tạo và sản xuất vi mạch bán dẫn, lĩnh vực hệ thống nhúng tích hợp phần cứng và phần mềm.
Cơ hội việc làm: Chuyên gia phân tích, thiết kế, thực hiện các giải pháp công nghệ, kỹ thuật, lĩnh vực IoT, lập trình trên thiết bị di dộng, lập trình nhúng, trong các công ty và tập đoàn công nghệ, hoặc giảng dạy, nghiên cứu giảng dạy về lĩnh vực khoa học máy tính.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Công nghệ Kỹ thuật máy tính
Ngành Kỹ thuật Y sinh (AUN-QA),"Được trang bị các kiến thức về khoa học cơ bản và chuyên ngành Kỹ thuật y sinh: Ngôn ngữ lập trình, Hệ thống nhúng, Xử lý tín hiệu y sinh, An toàn trong y tế, Vi xử lý, Cảm biến y sinh, Xử lý ảnh y sinh, Trang thiết bị y tế, …
Cơ hội việc làm: Thiết kế, thi công và vận hành trang thiết bị y tế, thiết bị hỗ trợ phục vụ cho y tế; tư vấn, thiết kế, xây dựng hệ thống trang thiết bị y tế cho các cơ sở thăm khám, chăm sóc sức khỏe, bệnh viện.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Kỹ thuật Y sinh (AUN-QA)
Ngành Công nghệ Kỹ thuật điều khiển và tự động hóa (AUN-QA),"Trang bị kiến thức về khoa học cơ bản và chuyên ngành Tự động hóa; có khả năng thiết kế và thi công, vận hành, sửa chữa, nâng cấp các hệ thống sản xuất tự động trong công nghiệp. 
Cơ hội việc làm: Sinh viên tốt nghiệp có thể vận hành, thiết kế, nâng cấp các hệ thống sản xuất tự động tại các công ty, nhà máy; Giảng dạy, nghiên cứu tại các Viện, các trường Đại học, Cao đẳng, Trung cấp Chuyên nghiệp.",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Công nghệ Kỹ thuật điều khiển và tự động hóa (AUN-QA)
Ngành Công nghệ Chế tạo máy (AUN-QA),"Trang bị kiến thức chuyên sâu trong lĩnh vực cơ khí chế tạo máy như thiết kế, chế tạo, lắp ráp, vận hành, bảo trì các trang thiết bị và hệ thống sản xuất; lập qui trình sản xuất các chi tiết máy, trang thiết bị công nghệ trong ngành cơ khí; chỉ đạo, quản lý và điều hành sản xuất cơ khí. Nắm vững chuyên môn trong các hệ thống – dây chuyền sản xuất tự động.
Cơ hội việc làm: Kỹ sư sản xuất cơ khí, thiết kế - mô phỏng, lập quy trình công nghệ, quản lý sản xuất; vận hành, bảo trì bảo dưỡng; tư vấn, dịch vụ kỹ thuật; giảng dạy, nghiên cứu các lĩnh vực cơ khí, cơ điện tử, tự động hóa, robot, năng lượng.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Công nghệ Chế tạo máy (AUN-QA)
Ngành Kỹ thuật Công nghiệp ,"Trang bị kiến thức nền tảng kỹ thuật cốt lõi, kiến thức chuyên sâu trong lĩnh vực Kỹ thuật Công nghiệp, phát triển khả năng hình thành ý tưởng, thiết kế, triển khai và vận hành các hệ thống sản xuất; các kiến thức về quản lý kinh tế 
Cơ hội việc làm: Kỹ sư Kỹ thuật Công nghiệp có kiến thức rộng về nhiều lĩnh vực làm việc tại các công ty, nhà máy, doanh nghiệp sản xuất trong lĩnh vực dịch vụ kỹ thuật liên quan đến lĩnh vực cơ khí chế tạo máy, điện, gỗ, công nghệ kim loại, kinh tế.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Kỹ thuật Công nghiệp 
Ngành Công nghệ Kỹ thuật cơ điện tử (AUN-QA),"Được trang bị những kiến thức đê phát triển khả năng tư duy hệ thống và nắm vững chuyên môn trong các hệ thống – dây chuyền sản xuất tự động, robot; phát triển khả năng hình thành ý tưởng, thiết kế, triển khai và vận hành các hệ thống sản xuất…
Cơ hội việc làm: Kỹ sư Công nghệ Kỹ thuật cơ điện tử làm việc tại các công ty, nhà máy có các thiết bị tự động hóa hoặc các công ty kinh doanh thiết bị tự động hóa công nghiệp với các công việc như bảo trì, bảo dưỡng các thiết bị máy móc, phát triển cải tiến dây chuyền sản xuất, quản lý sản xuất, giám sát sản xuất, xây dựng dự án, tư vấn công nghệ, lĩnh vực dịch vụ kỹ thuật và nghiên cứu có liên quan đến cơ điện tử như robot, tự động hóa, điều khiển.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Công nghệ Kỹ thuật cơ điện tử (AUN-QA)
Ngành Công nghệ Kỹ thuật cơ khí (AUN-QA),"Đào tạo kiến thức về các lĩnh vực liên quan đến nghiên cứu, thiết kế, sản xuất, vận hành và bảo dưỡng các hệ thống cơ khí.Khi học ngành này, các em sẽ được đào tạo chuyên sâu về nghiên cứu, thiết kế, sản xuất sản phẩm bằng các công nghệ tự động, hiện đại như công nghệ CAD/CAE/CAM – CNC và Công nghệ khuôn mẫu. 
Cơ hội việc làm: Làm việc tại các công ty, nhà máy tự động hóa hoặc trong lĩnh vực dịch vụ kỹ thuật và nghiên cứu có liên quan đến cơ khí; chuyên gia phân tích, giải quyết vấn đề và đánh giá các giải pháp, xây dựng kế hoạch, lập dự án phát triển sản xuất, điều hành và chỉ đạo sản xuất.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Công nghệ Kỹ thuật cơ khí (AUN-QA)
Ngành Kỹ Nghệ gỗ và nội thất,"Trang bị kiến thức chuyên sâu trong lĩnh vực như: tính toán, thiết kế sản phẩm gỗ và nội thất, lập quy trình sản xuất các loại sản phẩm gỗ; Vận hành, sử dụng, bảo trì bảo dưỡng các máy chế biến gỗ; Gia công các sản phẩm gỗ nội ngoại thất. Bên cạnh đó sinh viên được trang bị các kiến thức nâng cao để thiết kế sản phẩm gỗ nội thất, vận hành và sử dụng máy CNC trong chế biến gỗ.
Cơ hội việc làm: Kỹ sư chế biến gỗ có thể làm việc tại các Công ty, Nhà máy, Xí nghiệp sản xuất công nghiệp Chế biến gỗ với vai trò là kỹ sư thiết kế, lập quy trình công nghệ, cũng như quản lý sản xuất; vận hành, bảo trì bảo dưỡng máy móc thiết bị trong công nghiệp chế biến gỗ; tư vấn, làm dịch vụ kỹ thuật. 
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Kỹ Nghệ gỗ và nội thất
Ngành Công nghệ Kỹ thuật ô tô (AUN-QA),"Trang bị cho sinh viên các kiến thức chuyên ngành và kỹ năng thực hành về công nghệ, kỹ thuật thiết kế, điều khiển, lắp ráp, bảo trì, sửa chữa ô tô và các thiết bị động lực; các kiến thức về quản lý, dịch vụ ô tô. 
Cơ hội việc làm: Chuyên gia, kỹ sư, cán bộ kỹ thuật, quản lý, kế hoạch, kinh doanh tại các nhà máy sản xuất và lắp ráp ô tô, các doanh nghiệp sửa chữa và kinh doanh ô tô, các thiết bị động lực trong các nhà máy sản xuất, các công ty nghiên cứu, thiết kế và chế tạo các hệ thống điều khiển, thiết bị, phụ tùng ô tô, các trung tâm kiểm định phương tiện cơ giới đường bộ; làm công tác quản lý, hoạch định chính sách về kỹ thuật giao thông tại các đơn vị Nhà nước; nghiên cứu, giảng dạy tại các trường Đại học, Cao đẳng và dạy nghề,... 
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Công nghệ Kỹ thuật ô tô (AUN-QA)
"Ngành Công nghệ Kỹ thuật nhiệt (AUN-QA)
","Được trang bị các kiến thức về Công nghệ Nhiệt – Điện lạnh bao gồm ba mảng lớn: Nóng, lạnh & năng lượng tái tạo, điều hòa không khí, thông gió, cấp nước nóng cho các tòa nhà cao tầng, khách sạn; quá trình làm lạnh, cấp đông, trữ đông và gia nhiệt trong các nhà máy đông lạnh thuỷ hải sản và thực phẩm; quá trình làm lạnh và gia nhiệt trong các nhà máy sản xuất dược phẩm, sữa, bia và nước giải khát, hóa dầu, đường, giấy, cao su, nhà máy nhiệt điện, năng lượng tái tạo.
Cơ hội việc làm: Kỹ sư thiết kế, thi công, kinh doanh, quản lí dự án, dịch vụ của các công ty cơ, nhiệt, điện lạnh và Năng lượng, có thể bổ sung nghiệp vụ sư phạm để tham gia giảng dạy tại các trường Đại học, Cao đẳng và dạy nghề…
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,"Ngành Công nghệ Kỹ thuật nhiệt (AUN-QA)
"
"Ngành Công nghệ May (AUN-QA)
","Trang bị kiến thức về công nghệ, quản lý sản xuất, marketing lĩnh vực may mặc, thiết kế, phát triển các sản phẩm may; quản lý, điều hành sản xuất; xây dựng qui trình làm việc và hợp lý hóa sản xuất may; thiết kế cải tiến điều kiện nhà xưởng và các trang thiết bị góp phần nâng cao năng suất và chất lượng sản phẩm may.
Cơ hội việc làm: Chuyên gia, cán bộ kỹ thuật trong các doanh nghiệp may & thời trang; các Công ty tư vấn, thiết kế, tiếp thị, văn phòng đại diện Công ty may & thời trang; các Công ty dệt, da giày, túi xách, trang thiết bị và dịch vụ ngành may; các trường chuyên may mặc và thời trang.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,"Ngành Công nghệ May (AUN-QA)
"
"Ngành Thiết kế Thời trang
","Đào tạo, trang bị các kiến thức nhằm phát huy năng lực thiết kế và  thực hiện hoàn tất các mẫu của bộ sưu tập thông qua hệ thống môn học như: Xử lý chất liệu, Phác thảo, Dựng hình, Thiết kế rập phẳng; Thiết kế trên mannequin và Kỹ thuật cắt may.
Cơ hội việc làm: Nhà tạo mẫu, thiết kế phát triển bộ sưu tập thời trang; tổ chức quản lý và điều hành các cửa hàng thời trang, phòng thiết kế các doanh nghiệp may & thời trang; phòng marketing các công ty tư vấn, thiết kế và tiếp thị hàng may mặc & thời trang; phòng thiết kế các công ty giày, nón; túi xách và phụ kiện thời trang; Tòa soạn báo & tạp chí, công ty thiết kế, in ấn.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,"Ngành Thiết kế Thời trang
"
"Ngành Công nghệ Kỹ thuật môi trường (AUN-QA)
","Trang bị các kiến thức nền tảng và chuyên sâu về Công nghệ xử lý chất thải, các hệ thống quản lý chất lượng môi trường, các kiến thức về thiết kế và vận hành hệ thống xử lý, sử dụng, bảo trì các thiết bị, dụng cụ đo kiểm soát môi trường, quản lý, xây dựng, tư vấn, thẩm định các dự án về môi trường.
Cơ hội việc làm: Kỹ sư Công nghệ Kỹ thuật môi trường làm việc tại các Nhà máy xử lý chất thải: Thiết kế, giám sát và vận hành hệ thống xử lý chất thải; Trung tâm quan trắc môi trường: Quan trắc và phân tích các chỉ tiêu môi trường; Công ty tư vấn về môi trường; Các nhà máy có hệ thống quản lý môi trường và an toàn lao động; giảng dạy, nghiên cứu về lĩnh vực môi trường.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,"Ngành Công nghệ Kỹ thuật môi trường (AUN-QA)
"
Ngành Công nghệ thực phẩm (AUN-QA),"Đào tạo chuyên sâu các kiến thức về công nghệ chế biến các sản phẩm thực phẩm, Công nghệ sinh học, Công nghệ lên men, Kiểm định và Quản lý chất lượng thực phẩm, phân tích, giải quyết và đề xuất các giải pháp, thiết kế, xây dựng và quản lý các hệ thống liên quan đến lĩnh vực công nghệ thực phẩm. 
Cơ hội việc làm: Các nhà máy/công ty chế biến thực phẩm: quản lý và vận hành dây chuyền sản xuất; quản lý và thực hiện việc kiểm nghiệm; quản lý các hệ thống đảm bảo vệ sinh an toàn thực phẩm; giảng dạy, nghiên cứu, đo lường và giám sát về chất lượng và vệ sinh an toàn thực phẩm: chuyên viên kiểm tra và đo lường, giám sát viên; Các công ty kinh doanh phụ gia, chất hỗ trợ kỹ thuật, thiết bị ngành công nghệ thực phẩm: phụ trách hỗ trợ kỹ thuật, phụ trách bán hàng.
",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Công nghệ thực phẩm (AUN-QA)
Ngành Công nghệ kỹ thuật hóa học (AUN-QA),"Trang bị những kiến thức chuyên sâu về chuyên ngành Công nghệ Kỹ thuật hóa học; về quá trình sản xuất và các mối quan hệ kỹ thuật – công nghệ và thiết bị, kiến thức về tổ chức sản xuất và áp dụng triển khai các công nghệ mới, các qui trình công nghệ vào điều kiện sản xuất thực tế tại các cơ sở sản xuất thuộc lĩnh vực Công nghệ Kỹ thuật hóa học.
Cơ hội việc làm: Các công ty sản xuất hóa chất, hàng tiêu dùng, các sản phẩm công nghiệp;  Các trường Đại học, các viện nghiên cứu; Các công ty chuyên cung cấp phụ gia, hóa chất, hương liệu…, các công ty chuyên cung cấp máy móc, thiết bị dùng trong ngành công nghệ hóa học; Các công ty tư vấn thiết kế về quy trình công nghệ; Các công ty thực phẩm- dược phẩm; Công ty sản xuất sản phẩm ngành hóa, hàng tiêu dùng.",MÔ TẢ CHI TIẾT CÁC NGÀNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY,Ngành Công nghệ kỹ thuật hóa học (AUN-QA)
